participant_id,seed,episode,day,auto_policy,decision_seconds,state_0_现金,state_1_存货,state_2_欠款总额,state_3_上一天售出数量,state_4_上一天产出数量,state_5_上一天销售价格,state_6_今天预设销售价格,state_7_上一天贷款意愿,state_8_上一天实际获得贷款,state_9_今天待还本金,state_10_今天待还利息,state_11_上一天K采购需求,state_12_上一天L采购需求,state_13_上一天生产企业向生产企业购买价格,state_14_上一天生产企业向生产企业购买数量,state_15_上一天生产企业向消费企业购买价格,state_16_上一天生产企业向消费企业购买数量,state_17_上一天生产企业向生产第三方市场购买价格,state_18_上一天生产企业向生产第三方市场购买数量,state_19_上一天生产企业向消费第三方市场购买价格,state_20_上一天生产企业向消费第三方市场购买数量,state_21_上一天消费企业向生产企业购买价格,state_22_上一天消费企业向生产企业购买数量,state_23_上一天消费企业向消费企业购买价格,state_24_上一天消费企业向消费企业购买数量,state_25_上一天消费企业向生产第三方市场购买价格,state_26_上一天消费企业向生产第三方市场购买数量,state_27_上一天消费企业向消费第三方市场购买价格,state_28_上一天消费企业向消费第三方市场购买数量,state_29_今天K商品报价：生产企业,state_30_今天K商品报价：生产第三方市场,state_31_今天L商品报价：消费企业,state_32_今天L商品报价：消费第三方市场,human_申请贷款金额,human_K采购需求,human_L采购需求,human_销售价格,model_action_WNDF,model_action_K,model_action_L,model_action_price
anonymous,184,1,5,td3,66.016,0.06848,0.24794999999999998,0.13113,0.6599999999999999,0.6625,1.05415,1.15957,0.009847700000000001,0.00667,0.1,0.066,0.7175,0.6588400000000001,1.05415,0.497,0.6569744942258848,0.251,0.0,0.0,10.0,0.014000000000000002,1.05415,0.16299999999999998,0.6569744942258848,0.321,0.0,0.0,10.0,0.017,1.15957,10.0,0.6167510751556361,10.0,0.0,7.175,3.6236,12.4286,-0.5,-1.1102230246251565e-16,-0.45000303563839483,0.0718283501642849
anonymous,184,2,1,td3,51.437,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,1.4641,4.95,4.95,8.8,-0.485359,-0.010000000000000009,-0.010000000000000009,0.10000000000000009
anonymous,184,2,2,td3,16.079,0.08481,0.16915,0.10083,0.796,1.2375,0.8,0.8800000000000001,0.0014641000000000016,0.00083,0.0,0.05,0.495,0.495,0.8,0.495,0.8,0.495,0.0,0.0,0.0,0.0,0.8,0.301,0.8,0.398,0.0,0.0,0.0,0.0,0.8800000000000001,10.0,0.5755128542400673,10.0,1.7716,4.9005,4.9005,7.128,-0.47911095389694613,-0.010000000000000009,-0.010000000000000009,-0.19000000000000006
anonymous,184,2,3,td3,20.975,0.08067,0.21534999999999996,0.10137,0.7630000000000001,1.225,0.8800000000000001,0.7128,0.0017715999999999984,0.00054,0.0,0.051000000000000004,0.49005,0.49005,0.8800000000000001,0.49000000000000005,0.5755128542400673,0.49000000000000005,0.0,0.0,0.0,0.0,0.8800000000000001,0.273,0.5755128542400673,0.41100000000000003,0.0,0.0,0.0,0.0,0.7128,10.0,0.6816975054946637,10.0,2.101,6.5227,5.9297,9.4874,-0.4739556216685261,0.3310274461789613,0.21001938577696166,0.33100448933782256
anonymous,184,2,4,td3,14.262,0.05971,0.24129999999999996,0.10326,0.8480000000000001,1.1075,0.7128,0.9487399999999999,0.0021009999999999983,0.00189,0.0,0.052000000000000005,0.6522699999999999,0.59297,0.7128,0.62,0.6816975054946637,0.434,0.0,0.0,10.0,0.009,0.7128,0.22799999999999998,0.6816975054946637,0.454,0.0,0.0,10.0,0.11200000000000002,0.9487399999999999,10.0,0.6556841193543301,10.0,2.5422,5.8704,5.3367,10.4361,-0.4574242170490705,-0.10000459932236627,-0.1000050592778724,0.09999578388178021
anonymous,184,2,5,td3,25.442,0.05532,0.23589999999999997,0.10498,0.584,0.53,0.9487399999999999,1.0436100000000001,0.002542200000000001,0.00172,0.1,0.052000000000000005,0.5870400000000001,0.5336700000000001,0.9487399999999999,0.398,0.6556841193543301,0.202,0.0,0.0,10.0,0.01,0.9487399999999999,0.186,0.6556841193543301,0.371,0.0,0.0,10.0,0.032,1.0436100000000001,10.0,0.6160109425946054,10.0,2.5422,6.4574,6.4574,10.4361,-0.45404555314533623,0.09999318615426533,0.20999868832799273,-2.220446049250313e-16
anonymous,184,3,1,td3,18.581,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,1.21,3.645,3.645,8.8,-0.4879,-0.271,-0.271,0.10000000000000009
anonymous,184,3,2,td3,127.516,0.09514,0.1495,0.10068,0.665,0.9099999999999999,0.8,0.8800000000000001,0.00121,0.00068,0.0,0.05,0.3645,0.3645,0.8,0.364,0.8,0.364,0.0,0.0,0.0,0.0,0.8,0.301,0.8,0.398,0.0,0.0,0.0,0.0,0.8800000000000001,10.0,0.5755128542400673,10.0,1.21,2.6573,3.645,8.8,-0.48728190035736807,-0.2709739368998628,0.0,0.0
anonymous,184,3,3,td3,1.752,0.09808,0.16210000000000002,0.10105,0.539,0.665,0.8800000000000001,0.8800000000000001,0.0012100000000000019,0.00037,0.0,0.051000000000000004,0.26573,0.3645,0.8800000000000001,0.266,0.5755128542400673,0.364,0.0,0.0,0.0,0.0,0.8800000000000001,0.273,0.5755128542400673,0.41200000000000003,0.0,0.0,0.0,0.0,0.8800000000000001,10.0,0.681512636762586,10.0,1.21,2.6573,3.645,8.8,-0.487663132137031,0.0,0.0,0.0
anonymous,184,3,4,td3,0.835,0.09373999999999999,0.1794,0.10214,0.492,0.665,0.8800000000000001,0.8800000000000001,0.0012099999999999997,0.00109,0.0,0.051000000000000004,0.26573,0.3645,0.8800000000000001,0.266,0.681512636762586,0.364,0.0,0.0,0.0,0.0,0.8800000000000001,0.22599999999999998,0.681512636762586,0.592,0.0,0.0,0.0,0.0,0.8800000000000001,10.0,0.6555604432237575,10.0,1.21,2.6573,3.645,8.8,-0.48709195647535736,0.0,0.0,0.0
anonymous,184,3,5,td3,0.882,0.03932,0.20010000000000003,0.10296,0.458,0.665,0.8800000000000001,0.8800000000000001,0.0012100000000000012,0.00082,0.1,0.051000000000000004,0.26573,0.3645,0.8800000000000001,0.266,0.6555604432237575,0.269,0.0,0.0,10.0,0.054000000000000006,0.8800000000000001,0.192,0.6555604432237575,0.485,0.0,0.0,10.0,0.122,0.8800000000000001,10.0,0.5878801292808788,10.0,1.21,2.6573,3.645,8.8,-0.4692268565615463,0.0,0.0,0.0
