algorithm,seed,episode,survival_days,valid_dscr_days_before_minimum_filter,removed_by_minimum_filter,valid_dscr_days,mean_dscr,median_dscr,dscr_below_1_count,dscr_below_1_share_percent
GAIL+TD3,191,5958,98,94,0,94,6.080275974649016,5.550459730542502,0,0
GAIL+TD3,191,5961,98,94,0,94,6.392120607215913,5.646130896220875,0,0
GAIL+TD3,191,5962,98,94,0,94,6.215487172605098,5.715008328310747,0,0
GAIL+TD3,191,5965,98,94,0,94,6.181437312206126,5.5855004710128116,0,0
GAIL+TD3,191,5971,98,94,0,94,6.271245287949211,5.303763814491624,0,0
GAIL+TD3,191,5972,97,93,0,93,5.773249254947592,5.338627011089033,1,1.075268817204301
GAIL+TD3,191,5975,98,94,0,94,6.005996890296641,5.606167683634265,0,0
GAIL+TD3,191,5977,98,94,0,94,6.552552900610127,5.377602772961028,0,0
GAIL+TD3,191,5978,98,94,0,94,6.057153971981613,5.28350596437191,0,0
GAIL+TD3,191,5979,94,90,0,90,5.807012083031043,5.464045319607788,1,1.1111111111111112
GAIL+TD3,191,5982,98,94,0,94,6.295528403251357,5.601150947053442,0,0
GAIL+TD3,191,5983,92,88,0,88,5.84511152347327,5.476618224472805,1,1.1363636363636365
GAIL+TD3,191,5985,98,94,0,94,6.3616262795903475,5.32385430897796,0,0
GAIL+TD3,191,5986,98,94,0,94,5.978089872001192,5.343596154727798,0,0
GAIL+TD3,191,5990,98,94,0,94,6.17323667643078,5.7726928493608485,0,0
GAIL+TD3,191,5991,98,94,0,94,6.212592157954431,5.650637355858448,0,0
GAIL+TD3,191,5992,98,94,0,94,6.684991835018746,5.509521699215741,0,0
GAIL+TD3,191,5993,98,94,0,94,6.209631899395869,5.579783129578837,0,0
GAIL+TD3,191,5995,98,94,0,94,6.444827074729362,5.310509563413222,0,0
GAIL+TD3,191,5997,97,93,0,93,6.008118843315025,5.5934308278442,1,1.075268817204301
GAIL+TD3,191,5998,98,94,0,94,6.305654476499881,5.8423687281331755,0,0
GAIL+TD3,191,6003,94,90,0,90,6.391294409877484,5.453695338795713,1,1.1111111111111112
GAIL+TD3,191,6004,93,89,0,89,6.0576943960413665,5.581588710264058,1,1.1235955056179776
GAIL+TD3,191,6007,98,94,0,94,6.046841712989485,5.63826800539047,0,0
GAIL+TD3,191,6008,92,88,0,88,7.9296952841345725,5.807757625655595,1,1.1363636363636365
GAIL+TD3,191,6009,98,94,0,94,6.00329987754308,5.621719310341396,0,0
GAIL+TD3,191,6010,98,94,0,94,6.389012888586807,5.473299988734399,0,0
GAIL+TD3,191,6011,98,94,0,94,6.190802872603188,5.676457298290789,0,0
GAIL+TD3,191,6012,98,94,0,94,5.715129405471426,5.369874995997856,0,0
GAIL+TD3,191,6014,98,94,0,94,5.8145674618345495,5.403703570496443,0,0
GAIL+TD3,191,6015,98,94,0,94,5.85630646665689,5.427581427198751,0,0
GAIL+TD3,191,6018,98,94,0,94,5.977072230576446,5.522068053789303,0,0
GAIL+TD3,191,6019,97,93,0,93,5.53395535063921,5.172192624129797,1,1.075268817204301
GAIL+TD3,191,6023,98,94,0,94,6.239557557746707,5.706860800955489,0,0
GAIL+TD3,191,6025,96,92,0,92,6.0604462578632505,5.380937843778029,1,1.0869565217391304
GAIL+TD3,191,6032,91,87,0,87,5.7455637739571035,5.297252197129824,1,1.1494252873563218
GAIL+TD3,191,6033,98,94,0,94,5.799444955573181,5.366261169193347,0,0
GAIL+TD3,191,6034,98,94,0,94,6.157536131209376,5.679800570412006,0,0
GAIL+TD3,191,6035,98,94,0,94,6.170356108498732,5.496681961997222,0,0
GAIL+TD3,191,6039,98,94,0,94,7.878971016796435,5.513031758125775,0,0
GAIL+TD3,191,6041,98,94,0,94,5.9150361490070535,5.482982362633608,0,0
GAIL+TD3,191,6042,98,94,0,94,6.151590498363612,5.4155256948252735,0,0
GAIL+TD3,191,6044,98,94,0,94,5.978833300548057,5.449505552723242,0,0
GAIL+TD3,191,6046,98,94,0,94,6.200631963140653,5.679556935222742,0,0
GAIL+TD3,191,6048,98,94,0,94,5.95529175466998,5.219196881744811,0,0
GAIL+TD3,191,6049,98,94,0,94,6.945886929650649,5.443933531000708,0,0
GAIL+TD3,191,6051,98,94,0,94,6.332016865077264,5.412302330878504,0,0
GAIL+TD3,191,6052,98,94,0,94,6.237001560101541,5.514342967439711,0,0
GAIL+TD3,191,6053,94,90,0,90,7.094511804386971,5.386637550466597,1,1.1111111111111112
GAIL+TD3,191,6054,98,94,0,94,5.726202272315026,5.313475136140394,0,0
GAIL+TD3,191,6055,98,94,0,94,5.747980052597474,5.4734747124728855,0,0
GAIL+TD3,191,6060,91,87,0,87,7.811319388962697,5.396363777461435,1,1.1494252873563218
GAIL+TD3,191,6061,93,89,0,89,5.708921426444852,5.449684663201117,1,1.1235955056179776
GAIL+TD3,191,6062,96,92,0,92,5.774529465054734,5.645967385668628,1,1.0869565217391304
GAIL+TD3,191,6066,98,94,0,94,6.4375451353976,5.528682015162008,0,0
GAIL+TD3,191,6067,98,94,0,94,5.922820104982725,5.405126916290895,0,0
GAIL+TD3,191,6069,98,94,0,94,6.1272220016109555,5.627710574388642,0,0
GAIL+TD3,191,6073,98,94,0,94,6.792398848896328,5.4826663318831335,0,0
GAIL+TD3,191,6074,98,94,0,94,6.239293994905268,5.593966819224072,0,0
GAIL+TD3,191,6076,98,94,0,94,6.211329655229383,5.780925948227678,0,0
GAIL+TD3,191,6078,98,94,0,94,6.456014336583631,5.632009375042309,0,0
GAIL+TD3,191,6081,98,94,0,94,5.67223217820749,5.5714896041373825,0,0
GAIL+TD3,191,6082,98,94,0,94,5.7813206644196615,5.288444318984344,0,0
GAIL+TD3,191,6084,98,94,0,94,6.029600611010044,5.710140794319168,0,0
GAIL+TD3,191,6086,98,94,0,94,5.945400984594948,5.495622356505686,0,0
GAIL+TD3,191,6087,98,94,0,94,6.288660911068907,5.664170322333138,0,0
GAIL+TD3,191,6088,91,87,0,87,6.3034746711125536,5.418787616319097,1,1.1494252873563218
GAIL+TD3,191,6089,98,94,0,94,5.7738952824885175,5.484558598684874,0,0
GAIL+TD3,191,6092,98,94,0,94,6.478977472323962,5.572866595980285,0,0
GAIL+TD3,191,6093,96,92,0,92,6.251733105713592,5.415655430230054,1,1.0869565217391304
GAIL+TD3,191,6094,98,94,0,94,5.990308443653927,5.393020011483209,0,0
GAIL+TD3,191,6095,98,94,0,94,6.150172535319736,5.606492670725209,0,0
GAIL+TD3,191,6096,98,94,0,94,5.623278457030475,5.569906860707363,0,0
GAIL+TD3,191,6098,98,94,0,94,5.899100159023807,5.438834591109686,0,0
GAIL+TD3,191,6099,95,91,0,91,6.143307602042544,5.563555586989864,1,1.098901098901099
